Compound Name	Enzyme Name	Encoding Gene	KEGG Orthology	Organism	GenBankID	Strain ID/Microorganism	UniProt ID	Protein ID	Continent where study sampling was done (Collections)	Country	Isolation source	Habitat notes
Alpha-hexachlorocyclohexane	2,5-dichloro-2,5-cyclohexadiene-1,4-diol dehydrogenase	linC	n/a	Bacteria	JACU01000012.1	Novosphingobium barchaimii LL02	A0A0J8A811	KMS51485.1	Europe	Czech Republic	Soil	Hexachlorocyclohexane-contaminated soil from a lindane-manufacturing site
Alpha-hexachlorocyclohexane	2,5-dichloro-2,5-cyclohexadiene-1,4-diol dehydrogenase	linC	n/a	Bacteria	JACU01000019.1	Novosphingobium barchaimii LL02	A0A0J8A4X4	KMS50455.1	Europe	Czech Republic	Soil	Hexachlorocyclohexane-contaminated soil from a lindane-manufacturing site
Alpha-hexachlorocyclohexane	2,5-dichloro-2,5-cyclohexadiene-1,4-diol dehydrogenase	linC	n/a	Bacteria	ATHO01000179.1	Sphingobium quisquiliarum P25	T0HHQ6	EQA97108.1	Asia	India	Soil	Hexachlorocyclohexane-contaminated soil from a lindane-manufacturing site
Alpha-hexachlorocyclohexane	2,5-dichloro-2,5-cyclohexadiene-1,4-diol dehydrogenase	linC	n/a	Bacteria	ATHO01000179.1	Sphingobium quisquiliarum P25	T0HCI4	EQA97109.1	Asia	India	Soil	Hexachlorocyclohexane-contaminated soil from a lindane-manufacturing site
Alpha-hexachlorocyclohexane	2,5-dichloro-2,5-cyclohexadiene-1,4-diol dehydrogenase	linC	n/a	Bacteria	DQ143990	Microbacterium sp. ITRC1	n/a	n/a	Asia	India	Soil	HCH-contaminated soil
Alpha-hexachlorocyclohexane	Hexachlorocyclohexane-dehydrogenase	linC	n/a	Bacteria	EF514240.1	Pseudomonas aeruginosa strain ITRC-5	A5A0R8	ABP93367.1	Asia	India	Soil	HCH-contaminated soil
Alpha-hexachlorocyclohexane	2,5-dichloro-2,5-cyclohexadiene-1,4-diol dehydrogenase	linC	n/a	Bacteria	AB496895.1	Sphingomonas sp. SS86	C6L6F1	BAH85293.1	Asia	Japan	Soil	Soil surface layer of the γ-HCH plot of the long-term experimental field
Alpha-hexachlorocyclohexane	Short-chain alcohol dehydrogenase	linC	n/a	Bacteria	GQ915276.1	Sphingomonas sp. HZ-1	C9ELM0	ACV91873.1	Asia	China	Soil	Hexacholorocyclohexane-contaminated soil collected from an industrial site that was engaged in the manufacture of HCH,  1,1,1-trichloro-2,2-bis(4-chlorophenyl)ethane (DDT) and some other organochlorine insecticides from 1950s to 1980s
Alpha-hexachlorocyclohexane	2,5-dichlorohydroquinone reductive dechlorinase	linD	n/a	Bacteria	AUWY01000029.1	Sphingobium ummariense RL-3	T0J3W3	EQB33633.1	Asia	India	Soil	Hexachlorocylcohexane (HCH) dumpsite
Alpha-hexachlorocyclohexane	2,5-dichlorohydroquinone reductive dechlorinase	linD	n/a	Bacteria	AUWY01000098.1	Sphingobium ummariense RL-3	T0J3W3	EQB31547.1	Asia	India	Soil	Hexachlorocylcohexane (HCH) dumpsite
Alpha-hexachlorocyclohexane	2,5-dichlorohydroquinone reductive dechlorinase	linD	n/a	Bacteria	AUWY01000133.1	Sphingobium ummariense RL-3	T0J3W3	EQB29914.1	Asia	India	Soil	Hexachlorocylcohexane (HCH) dumpsite
Alpha-hexachlorocyclohexane	2,5-dichlorohydroquinone dechlorinase	linD	n/a	Bacteria	JDRU02000001.1	Sphingomonas sp. BHC-A	A0A7V8KQG4	KEZ00693.1	Asia	China	Soil	Soil that suffered long-term HCH contamination in an insecticide factory
Alpha-hexachlorocyclohexane	2,5-dichlorohydroquinone reductive dechlorinase	linD	n/a	Bacteria	ATDO01000044.1	Sphingobium sp. HDIP04	T0GW89	EQB08241.1	Asia	India	Soil	Hexachlorocyclohexane (HCH)-contaminated dumpsite
Alpha-hexachlorocyclohexane	2,5-dichlorohydroquinone reductive dechlorinase	linD	n/a	Bacteria	ATDO01000047.1	Sphingobium sp. HDIP04	T0GW89	EQB07880.1	Asia	India	Soil	Hexachlorocyclohexane (HCH)-contaminated dumpsite
Alpha-hexachlorocyclohexane	2,5-dichlorohydroquinone reductive dechlorinase	linD	n/a	Bacteria	AP010805.1	Sphingobium japonicum UT26S	D4Z909	BAI99091.1	Asia	Japan	Soil	Experimental field in which lindane was applied before
Alpha-hexachlorocyclohexane	2,5-dichlorohydroquinone reductive dechlorinase	linD	n/a	Bacteria	CP013073.1	Sphingobium indicum B90A	A0A1L5BUX8	APL96652.1	Asia	India	Soil	Sugarcane rhizosphere soil
Alpha-hexachlorocyclohexane	2,5-dichlorohydroquinone reductive dechlorinase	linD	n/a	Bacteria	DQ767901.1	Sphingomonas sp. NM05	Q0PV38	ABG77569.1	Asia	India	Sediment, Wastewater, Soil	Industrial site which is engaged in the manufacture of lindane for more than 15 years
Alpha-hexachlorocyclohexane	2,5-dichlorohydroquinone reductive dechlorinase	LinD	n/a	Bacteria	CP005090.1	Sphingobium sp. TKS	A0A126RXJ0	AMK26908.1	Asia	Japan	Sediment	Kyushu Island, Japan, contaminated with HCH isomers
Alpha-hexachlorocyclohexane	2,5-dichlorohydroquinone reductive dechlorinase	LinD	n/a	Bacteria	CP004040.1	Sphingomonas sp. MM-1	D4AHW2	AGH52022.1	Asia	India	Soil	Contaminated soil with technical-HCH
Alpha-hexachlorocyclohexane	2,5-dichlorohydroquinone reductive dechlorinase	LinD	n/a	Bacteria	CP005190.1	Sphingobium sp. MI1205	A0A126RER5	AMK20343.1	Asia	Japan	Soil	Contaminated soil with technical-HCH
Alpha-hexachlorocyclohexane	2,5-dichlorohydroquinone reductive dechlorinase	LinD	n/a	Bacteria	CP005191.1	Sphingobium sp. MI1205	A0A126RER5	AMK20743.1	Asia	Japan	Soil	Contaminated soil with technical-HCH
Alpha-hexachlorocyclohexane	2,5-dichlorohydroquinone reductive dechlorinase	LinD	n/a	Bacteria	CP005193.1	Sphingobium sp. MI1205	A0A126RER5	AMK20961.1	Asia	Japan	Soil	Contaminated soil with technical-HCH
Alpha-hexachlorocyclohexane	2,5-dichlorohydroquinone reductive dechlorinase	LinD	n/a	Bacteria	AUDA01000007.1	Sphingobium chinhatense IP26	W1L2E9	EPR19097.1	Asia	India	Soil	 HCH dumpsite where Lindane was produced
Alpha-hexachlorocyclohexane	2,5-dichlorohydroquinone reductive dechlorinase	LinD 	n/a	Bacteria	EF514238.1	Pseudomonas aeruginosa strain ITRC-5	A5A0R6	ABP93365	Asia	India	Soil	HCH-contaminated soil
Alpha-hexachlorocyclohexane	2,5-dichlorohydroquinone reductive dechlorinase	linD 	n/a	Bacteria	AB496896.1	Sphingomonas sp. SS86	C6L6F2	BAH85294.1	Asia	Japan	Soil	Soil surface layer of the γ-HCH plot of the long-term experimental field
Alpha-hexachlorocyclohexane	Reductive dehalogenase	linD 	n/a	Bacteria	GQ915277.1	Sphingomonas sp. HZ-1	C9ELM1	ACV91874.1	Asia	China	Soil	Hexacholorocyclohexane-contaminated soil collected from an industrial site that was engaged in the manufacture of HCH,  1,1,1-trichloro-2,2-bis(4-chlorophenyl)ethane (DDT) and some other organochlorine insecticides from 1950s to 1980s
Alpha-hexachlorocyclohexane	Hydroxyquinol 1,2-dioxygenase	linE	K15240	Bacteria	JDRU02000001.1	Sphingomonas sp. BHC-A	A0A7V8HP48	KEZ00689.1	Asia	China	Soil	Soil that suffered long-term HCH contamination in an insecticide factory
Alpha-hexachlorocyclohexane	Hydroquinone 1,2-dioxygenase	linE	K15240	Bacteria	ATDO01000040.1	Sphingobium sp. HDIP04	T0IFS8	EQB08504.1	Asia	India	Soil	Hexachlorocyclohexane (HCH)-contaminated dumpsite
Alpha-hexachlorocyclohexane	Hydroquinone 1,2-dioxygenase	linE	K15240	Bacteria	ATDO01000044.1	Sphingobium sp. HDIP04	T0I988	EQB08245.1	Asia	India	Soil	Hexachlorocyclohexane (HCH)-contaminated dumpsite
Alpha-hexachlorocyclohexane	Hydroquinone 1,2-dioxygenase	linE	K15240	Bacteria	ATDO01000047.1	Sphingobium sp. HDIP04	T0I988	EQB07884.1	Asia	India	Soil	Hexachlorocyclohexane (HCH)-contaminated dumpsite
Alpha-hexachlorocyclohexane	Chlorohydroquinone/hydroquinone 1,2-dioxygenase	linE	K15240	Bacteria	AP010805.1	Sphingobium japonicum UT26S	Q9WXE6	BAI99095.1	Asia	Japan	Soil	Experimental field in which lindane was applied before
Alpha-hexachlorocyclohexane	Chlorohydroquinone/hydroquinone 1,2-dioxygenase	linE	K15240	Bacteria	PHFW01000005.1	Sphingopyxis lindanitolerans strain WS5A3p	A0A2S8B030	PQM25639.1	Europe	Poland	Soil	Enriched from a pesticide disposal site
Alpha-hexachlorocyclohexane	Chlorohydroquinone/hydroquinone 1,2-dioxygenase	linE	K15240	Bacteria	DQ767902.1	Sphingomonas sp. NM05	Q0PV37	ABG77570.1	Asia	India	Sediment, Wastewater, Soil	Industrial site which is engaged in the manufacture of lindane for more than 15 years
Alpha-hexachlorocyclohexane	Chlorohydroquinone/hydroquinone 1,2-dioxygenase	linE	n/a	Bacteria	CP005090.1	Sphingobium sp. TKS	A0A126RXQ0	AMK26904.1	Asia	Japan	Sediment	Kyushu Island, Japan, contaminated with HCH isomers
Alpha-hexachlorocyclohexane	2,6-dichloro-p-hydroquinone 1,2-dioxygenase	LinEb	K15240	Bacteria	CP004037.1	Sphingomonas sp. MM-1	M4SAV2	AGH51639.1	Asia	India	Soil	Contaminated soil with technical-HCH
Alpha-hexachlorocyclohexane	Chlorohydroquinone/hydroquinone 1,2-dioxygenase	linE	K15240	Bacteria	CP004040.1	Sphingomonas sp. MM-1	D4AHW1	AGH52018.1	Asia	India	Soil	Contaminated soil with technical-HCH
Alpha-hexachlorocyclohexane	2,6-dichloro-p-hydroquinone 1,2-dioxygenase	LinEb	K15240	Bacteria	CP005190.1	Sphingobium sp. MI1205	A0A126REB4	AMK20336.1	Asia	Japan	Soil	Contaminated soil with technical-HCH
Alpha-hexachlorocyclohexane	Chlorohydroquinone/hydroquinone 1,2-dioxygenase	linE	K15240	Bacteria	CP005190.1	Sphingobium sp. MI1205	A0A126RDW4	AMK20347.1	Asia	Japan	Soil	Contaminated soil with technical-HCH
Alpha-hexachlorocyclohexane	Chlorohydroquinone/hydroquinone 1,2-dioxygenase	linE	K15240	Bacteria	CP005193.1	Sphingobium sp. MI1205	A0A126RDW4	AMK20957.1	Asia	Japan	Soil	Contaminated soil with technical-HCH
Alpha-hexachlorocyclohexane	Hydroquinone 1,2-dioxygenase	linE	K15240	Bacteria	AUDA01000185.1	Sphingobium chinhatense IP26	W1KMA7	EPR12419.1	Asia	India	Soil	 HCH dumpsite where Lindane was produced
Alpha-hexachlorocyclohexane	Hydroquinone 1,2-dioxygenase	linE	K15240	Bacteria	AUDA01000007.1	Sphingobium chinhatense IP26	W1L2A0	EPR19093.1	Asia	India	Soil	 HCH dumpsite where Lindane was produced
Alpha-hexachlorocyclohexane	HCH-ring cleavage dioxygenase	LinE 	K15240	Bacteria	EF514238.1	Pseudomonas aeruginosa strain ITRC-5	A5A0R5	ABP93364.1	Asia	India	Soil	HCH-contaminated soil
Alpha-hexachlorocyclohexane	Hydroquinone meta-cleavage dioxygenase	linE	K15240	Bacteria	AB496897.1	Sphingomonas sp. SS86	C6L6F3	BAH85295.1	Asia	Japan	Soil	Soil surface layer of the γ-HCH plot of the long-term experimental field
Alpha-hexachlorocyclohexane	Meta-cleavage dioxygenase	linE	K15240	Bacteria	GQ915278.1	Sphingomonas sp. HZ-1	C9ELM2	ACV91875.1	Asia	China	Soil	Hexacholorocyclohexane-contaminated soil collected from an industrial site that was engaged in the manufacture of HCH,  1,1,1-trichloro-2,2-bis(4-chlorophenyl)ethane (DDT) and some other organochlorine insecticides from 1950s to 1980s
Alpha-hexachlorocyclohexane	Maleylacetate reductase	linF	n/a	Bacteria	JDRU02000131.1	Sphingomonas sp. BHC-A	Q20A27	KEY99745.1	Asia	China	Soil	Soil that suffered long-term HCH contamination in an insecticide factory
Alpha-hexachlorocyclohexane	Maleylacetate reductase	linF	n/a	Bacteria	ATDO01000040.1	Sphingobium sp. HDIP04	T0GX20	EQB08506.1	Asia	India	Soil	Hexachlorocyclohexane (HCH)-contaminated dumpsite
Alpha-hexachlorocyclohexane	Maleylacetate reductase	linF	n/a	Bacteria	ATDO01000087.1	Sphingobium sp. HDIP04	T0GIG4	EQB03536.1	Asia	India	Soil	Hexachlorocyclohexane (HCH)-contaminated dumpsite
Alpha-hexachlorocyclohexane	Maleylacetate reductase	linF	n/a	Bacteria	AP010804.1	Sphingobium japonicum UT26S	Q5W9E3	BAI98845.1	Asia	Japan	Soil	Experimental field in which lindane was applied before
Alpha-hexachlorocyclohexane	Maleylacetate reductase	linF	n/a	Bacteria	CP005083.1	Sphingobium sp. TKS	A0A126RGQ2	AMK21440.1	Asia	Japan	Sediment	Kyushu Island, Japan, contaminated with HCH isomers
Alpha-hexachlorocyclohexane	Maleylacetate reductase	linF	n/a	Bacteria	CP004037.1	Sphingomonas sp. MM-1	M4SM84	AGH51637.1	Asia	India	Soil	Contaminated soil with technical-HCH
Alpha-hexachlorocyclohexane	Maleylacetate reductase	linF	n/a	Bacteria	CP004038.1	Sphingomonas sp. MM-1	M4S7E8	AGH51935.1	Asia	India	Soil	Contaminated soil with technical-HCH
Alpha-hexachlorocyclohexane	Maleylacetate reductase	linF	n/a	Bacteria	CP004041.2	Sphingomonas sp. MM-1	M4S7E8	AGH52064.1	Asia	India	Soil	Contaminated soil with technical-HCH
Alpha-hexachlorocyclohexane	Maleylacetate reductase	linF	n/a	Bacteria	CP005190.1	Sphingobium sp. MI1205	A0A126RDT9	AMK20338.1	Asia	Japan	Soil	Contaminated soil with technical-HCH
Alpha-hexachlorocyclohexane	Maleylacetate reductase	linF	n/a	Bacteria	CP005190.1	Sphingobium sp. MI1205	A0A126RF78	AMK20362.1	Asia	Japan	Soil	Contaminated soil with technical-HCH
Alpha-hexachlorocyclohexane	Maleylacetate reductase	linF	n/a	Bacteria	CP005192.1	Sphingobium sp. MI1205	A0A126RF78	AMK20838.1	Asia	Japan	Soil	Contaminated soil with technical-HCH
Alpha-hexachlorocyclohexane	Maleylacetate reductase	linF	n/a	Bacteria	AUDA01000183.1	Sphingobium chinhatense IP26	W1KMV5	EPR12542.1	Asia	India	Soil	 HCH dumpsite where Lindane was produced
Alpha-hexachlorocyclohexane	Maleylacetate reductase	linF	n/a	Bacteria	AUDA01000185.1	Sphingobium chinhatense IP26	W1KMS3	EPR12417.1	Asia	India	Soil	 HCH dumpsite where Lindane was produced
Alpha-hexachlorocyclohexane	Hexachlorocyclohexane-reductase	LinF	n/a	Bacteria	EF514241.1	Pseudomonas aeruginosa strain ITRC-5	A5A0R9	ABP93368.1	Asia	India	Soil	HCH-contaminated soil
Alpha-hexachlorocyclohexane	Maleylacetate reductase	LinF	n/a	Bacteria	HM130669.1	Sphingomonas sp. HZ-1	D9IA38	ADI86278.1	Asia	China	Soil	Hexacholorocyclohexane-contaminated soil collected from an industrial site that was engaged in the manufacture of HCH,  1,1,1-trichloro-2,2-bis(4-chlorophenyl)ethane (DDT) and some other organochlorine insecticides from 1950s to 1980s
Alpha-hexachlorocyclohexane	3-oxoadipate CoA-transferase subunit A	linG	K01031	Bacteria	ATDO01000087.1	Sphingobium sp. HDIP04	T0GUA5	EQB03533.1	Asia	India	Soil	Hexachlorocyclohexane (HCH)-contaminated dumpsite
Alpha-hexachlorocyclohexane	3-oxoadipate CoA-transferase alpha subunit	linG	K01031	Bacteria	AP010804.1	Sphingobium japonicum UT26S	D4Z726	BAI98884.1	Asia	Japan	Soil	Experimental field in which lindane was applied before
Alpha-hexachlorocyclohexane	3-oxoadipate CoA-transferase subunit A	LinG	K01031	Bacteria	CP004037.1	Sphingomonas sp. MM-1	M4S9Q3	AGH51673.1	Asia	India	Soil	Contaminated soil with technical-HCH
Alpha-hexachlorocyclohexane	3-oxoadipate CoA-transferase subunit A	LinG	K01031	Bacteria	CP005190.1	Sphingobium sp. MI1205	A0A126RDE4	AMK20300.1	Asia	Japan	Soil	Contaminated soil with technical-HCH
Alpha-hexachlorocyclohexane	3-oxoadipate CoA-transferase subunit A	LinG	K01031	Bacteria	AUDA01000183.1	Sphingobium chinhatense IP26	W1KMD0	EPR12539.1	Asia	India	Soil	 HCH dumpsite where Lindane was produced
Alpha-hexachlorocyclohexane	3-oxoadipate CoA-transferase subunit A	LinG	K01031	Bacteria	JANF02000094.1	Sphingobium lucknowense F2	A0A081SWS3	KER34497.1	Asia	India	Soil	Hexachlorocylcohexane (HCH) dumpsite
Alpha-hexachlorocyclohexane	3-oxoadipate CoA-transferase alpha subunit"	LinG	K01031	Bacteria	AQOU01000015.1	Pandoraea sp. SD6-2	n/a	EON14662.1	Oceania	Australia	Soil	Lindane-Contaminated soil
Alpha-hexachlorocyclohexane	3-oxoadipate CoA-succinyltransferase beta subunit	linH	K01032	Bacteria	AP010804.1	Sphingobium japonicum UT26S	D4Z727	BAI98885.1	Asia	Japan	Soil	Experimental field in which lindane was applied before
Alpha-hexachlorocyclohexane	3-oxoadipate CoA-succinyltransferase beta subunit	LinH	K01032	Bacteria	CP004037.1	Sphingomonas sp. MM-1	M4SAY7	AGH51674.1	Asia	India	Soil	Contaminated soil with technical-HCH
Alpha-hexachlorocyclohexane	3-oxoadipate CoA-succinyltransferase beta subunit	LinH	K01032	Bacteria	CP005190.1	Sphingobium sp. MI1205	A0A126RDY4	AMK20299.1	Asia	Japan	Soil	Contaminated soil with technical-HCH
Alpha-hexachlorocyclohexane	3-oxoadipate CoA-succinyltransferase beta subunit	LinH	K01032	Bacteria	JANF02000094.1	Sphingobium lucknowense F2	A0A081SWS4	KER34498.1	Asia	India	Soil	Hexachlorocylcohexane (HCH) dumpsite
Alpha-hexachlorocyclohexane	3-oxoadipate CoA-transferase subunit B	LinH	K01032	Bacteria	AQOU01000015.1	Pandoraea sp. SD6-2	n/a	EON14661.1	Oceania	Australia	Soil	Lindane-Contaminated soil
Alpha-hexachlorocyclohexane	acetyl-CoA acetyltransferase	LinJ	K00626	Bacteria	AUDA01000137	Sphingobium chinhatense IP26	W1KRI8	EPR15292.1	Asia	India	Soil	 HCH dumpsite where Lindane was produced
Alpha-hexachlorocyclohexane	acetyl-CoA acetyltransferase	LinJ	K00626	Bacteria	AUDA01000140.1	Sphingobium chinhatense IP26	W1KPI5	EPR15210.1	Asia	India	Soil	 HCH dumpsite where Lindane was produced
Alpha-hexachlorocyclohexane	acetyl-CoA acetyltransferase	LinJ	K00626	Bacteria	AUDA01000193.1	Sphingobium chinhatense IP26	W1KM82	EPR11787.1	Asia	India	Soil	 HCH dumpsite where Lindane was produced
Alpha-hexachlorocyclohexane	acetyl-CoA acetyltransferase	LinJ	K00626	Bacteria	AUDA01000105.1	Sphingobium chinhatense IP26	W1KTE6	EPR15896.1	Asia	India	Soil	 HCH dumpsite where Lindane was produced
Alpha-hexachlorocyclohexane	acetyl-CoA acetyltransferase	LinJ	K00626	Bacteria	AUDA01000210.1	Sphingobium chinhatense IP26	W1KIN3	EPR09738.1	Asia	India	Soil	 HCH dumpsite where Lindane was produced
Alpha-hexachlorocyclohexane	acetyl-CoA acetyltransferase	LinJ	K00626	Bacteria	AUDA01000140.1	Sphingobium chinhatense IP26	W1KRG8	EPR15222.1	Asia	India	Soil	 HCH dumpsite where Lindane was produced
Alpha-hexachlorocyclohexane	acetyl-CoA acetyltransferase	LinJ	K00626	Bacteria	AUDA01000145.1	Sphingobium chinhatense IP26	W1KR37	EPR15077.1	Asia	India	Soil	 HCH dumpsite where Lindane was produced
Alpha-hexachlorocyclohexane	acetyl-CoA acetyltransferase	LinJ	K00626	Bacteria	AUDA01000069.1	Sphingobium chinhatense IP26	W1KWE1	EPR16931.1	Asia	India	Soil	 HCH dumpsite where Lindane was produced
Alpha-hexachlorocyclohexane	acetyl-CoA acetyltransferase	LinJ	K00626	Bacteria	AUDA01000093.1	Sphingobium chinhatense IP26	W1KUC6	EPR16303.1	Asia	India	Soil	 HCH dumpsite where Lindane was produced
Alpha-hexachlorocyclohexane	acetyl-CoA acetyltransferase	LinJ	K00626	Bacteria	AUDA01000185.1	Sphingobium chinhatense IP26	W1KM13	EPR12450.1	Asia	India	Soil	 HCH dumpsite where Lindane was produced
Alpha-hexachlorocyclohexane	acetyl-CoA C-acetyltransferase	linJ	K00626	Bacteria	AP010804.1	Sphingobium japonicum UT26S	D4Z724	BAI98882.1	Asia	Japan	Soil	Experimental field in which lindane was applied before
Alpha-hexachlorocyclohexane	acetyl-CoA acetyltransferase	LinJ	K00626	Bacteria	CP004037.1	Sphingomonas sp. MM-1	M4S7E2	AGH51671.1	Asia	India	Soil	Contaminated soil with technical-HCH
Alpha-hexachlorocyclohexane	acetyl-CoA acetyltransferase	LinJ	K00626	Bacteria	CP005190.1	Sphingobium sp. MI1205	A0A126RE02	AMK20302.1	Asia	Japan	Soil	Contaminated soil with technical-HCH
Alpha-hexachlorocyclohexane	Acetyl-CoA acetyltransferase	linJ	K00626	Bacteria	ATDO01000024.1	Sphingobium sp. HDIP04	T0GZF8	EQB09326.1	Asia	India	Soil	Hexachlorocyclohexane (HCH)-contaminated dumpsite
Alpha-hexachlorocyclohexane	Acetyl-CoA acetyltransferase	linJ	K00626	Bacteria	ATDO01000040.1	Sphingobium sp. HDIP04	T0H8N9	EQB08473.1	Asia	India	Soil	Hexachlorocyclohexane (HCH)-contaminated dumpsite
Alpha-hexachlorocyclohexane	Acetyl-CoA acetyltransferase	linJ	K00626	Bacteria	ATDO01000076.1	Sphingobium sp. HDIP04	T0GXL1	EQB05422.1	Asia	India	Soil	Hexachlorocyclohexane (HCH)-contaminated dumpsite
Alpha-hexachlorocyclohexane	Acetyl-CoA acetyltransferase	linJ	K00626	Bacteria	ATDO01000078.1	Sphingobium sp. HDIP04	T0GW68	EQB04927.1	Asia	India	Soil	Hexachlorocyclohexane (HCH)-contaminated dumpsite
Alpha-hexachlorocyclohexane	Acetyl-CoA acetyltransferase	linJ	K00626	Bacteria	ATDO01000082.1	Sphingobium sp. HDIP04	T0I4Q7	EQB04624.1	Asia	India	Soil	Hexachlorocyclohexane (HCH)-contaminated dumpsite
Alpha-hexachlorocyclohexane	Acetyl-CoA acetyltransferase	linJ	K00626	Bacteria	ATDO01000095.1	Sphingobium sp. HDIP04	T0HZP6	EQB02994.1	Asia	India	Soil	Hexachlorocyclohexane (HCH)-contaminated dumpsite
Alpha-hexachlorocyclohexane	Acetyl-CoA acetyltransferase	linJ	K00626	Bacteria	ATDO01000095.1	Sphingobium sp. HDIP04	T0GQS2	EQB03042.1	Asia	India	Soil	Hexachlorocyclohexane (HCH)-contaminated dumpsite
Alpha-hexachlorocyclohexane	Acetyl-CoA acetyltransferase	linJ	K00626	Bacteria	ATDO01000095.1	Sphingobium sp. HDIP04	T0HZW4	EQB03054.1	Asia	India	Soil	Hexachlorocyclohexane (HCH)-contaminated dumpsite
Alpha-hexachlorocyclohexane	Acetyl-CoA acetyltransferase	linJ	K00626	Bacteria	ATDO01000109.1	Sphingobium sp. HDIP04	T0GNE7	EQB01558.1	Asia	India	Soil	Hexachlorocyclohexane (HCH)-contaminated dumpsite
Alpha-hexachlorocyclohexane	Acetyl-CoA acetyltransferase	linJ	K00626	Bacteria	ATDO01000111.1	Sphingobium sp. HDIP04	T0HPN6	EQB01270.1	Asia	India	Soil	Hexachlorocyclohexane (HCH)-contaminated dumpsite
Alpha-hexachlorocyclohexane	Acetyl-CoA acetyltransferase	linJ	K00626	Bacteria	JDRU02000073.1	Sphingomonas sp. BHC-A	A0A7V8KPW9	KEZ00035.1	Asia	China	Soil	Soil that suffered long-term HCH contamination in an insecticide factory
Alpha-hexachlorocyclohexane	Acetyl-CoA acetyltransferase	linJ	K00626	Bacteria	JDRU02000191.1	Sphingomonas sp. BHC-A	A0A7V8HM04	KEY99562.1	Asia	China	Soil	Soil that suffered long-term HCH contamination in an insecticide factory
Alpha-hexachlorocyclohexane	Acetyl-CoA acetyltransferase	linJ	K00626	Bacteria	JDRU02000250.1	Sphingomonas sp. BHC-A	A0A7V8HLR8	KEY99426.1	Asia	China	Soil	Soil that suffered long-term HCH contamination in an insecticide factory
